hand_1,hand_2,board_1,board_2,board_3,board_4,board_5,preflop_win_rate,fullboard_win_rate
4d,5c,5d,4s,Ac,2h,9c,0.397,0.747
Jd,9s,3h,4h,2s,4s,7s,0.5185,0.164
As,9d,4h,Ac,Tc,9h,Qh,0.597,0.8995
3d,5s,Jd,2d,6c,8h,Ad,0.3565,0.016
Qs,8d,6s,5h,6h,9h,7c,0.538,0.8485
7s,8h,3h,As,Qd,3s,5h,0.4395,0.0765
6d,5s,Td,4d,2s,8d,6h,0.395,0.5605
Tc,6h,Ts,5c,2d,Jd,5h,0.433,0.7085
8c,3s,Jh,4h,Td,Ad,Qc,0.391,0.176
4c,Qd,8h,Kh,7c,Jc,Qc,0.497,0.704
Kc,Ks,Kh,3h,4d,6s,6c,0.8155,1.0
2h,6c,Td,Qh,4d,Jc,Tc,0.3195,0.0455
2c,4s,2s,4d,2d,Th,Qh,0.3435,0.9825
6d,Qc,4s,3d,6h,As,Qs,0.5355,0.8955
9c,Th,7d,2d,6d,2s,5c,0.519,0.065
5s,2s,Qh,7d,7s,5c,4c,0.3915,0.671
7s,3c,5s,9d,8h,Tc,2h,0.415,0.042
3d,Ah,Td,9s,4h,5c,6c,0.557,0.2745
Qc,3d,Qs,Jc,7d,Kh,9h,0.461,0.6215
7h,2d,9h,6h,4d,Ks,Jh,0.3315,0.054
Th,9h,As,Kh,4h,4d,6d,0.5435,0.2725
7d,3d,8d,Qd,Kc,Td,4s,0.3975,0.977
9d,Kc,As,Qs,Tc,5h,5s,0.5845,0.435
Js,4c,4s,8s,5c,4h,Kd,0.466,0.9495
5d,9c,Ks,8d,2c,3h,6c,0.4465,0.0525
6h,6d,5c,7d,2c,2s,5d,0.615,0.657
2c,6c,3h,Jd,5c,5s,4d,0.3745,0.9595
Kd,5d,9c,4h,6h,Qs,9h,0.5625,0.3275
As,Ah,Qh,6s,3s,6d,5h,0.84,0.863
Qd,6s,8d,6c,5c,2h,Qs,0.5345,0.9295
2s,Kc,2d,6d,7s,5c,6h,0.4955,0.558
8c,Tc,Td,Ad,8d,2d,6s,0.524,0.6065
2d,5d,8c,6h,2h,7d,Jc,0.3725,0.4025
8h,3h,8s,6h,5s,Qh,3c,0.4235,0.904
6h,Kd,Kc,Ts,Tc,Jh,Ah,0.5365,0.591
Qs,8s,2h,6h,Ad,Th,4c,0.536,0.256
Ac,Jh,Jd,8h,Qs,9c,5c,0.6285,0.6285
8d,Ac,4c,4d,Tc,7d,5h,0.592,0.409
Kd,Ks,4c,Js,Ad,5s,6c,0.843,0.749
Td,As,9h,6s,6c,3c,Kd,0.661,0.4885
9h,Td,4h,Jd,5s,Ac,Qh,0.5115,0.2835
4h,7d,2s,Jd,9h,Kh,6s,0.402,0.0575
Qd,As,5s,Ad,Ts,Js,9c,0.6255,0.8245
Th,2d,7s,Qs,6s,Jd,8s,0.4155,0.077
8h,5d,4s,2c,5c,3d,5s,0.4355,0.612
4h,Td,Jd,Ks,8h,7c,8c,0.434,0.2415
5h,8s,Ad,Js,Qh,8d,6h,0.4095,0.5305
Ac,8h,3c,8s,As,5d,6d,0.596,0.9415
7h,Kh,8h,7c,3s,9s,Ts,0.5745,0.333
8d,7c,2c,Qs,5c,4s,8h,0.4855,0.669
3h,Th,3d,Qh,8h,5d,3s,0.4495,0.963
8s,Kd,6s,5c,8h,8d,3d,0.568,0.9185
Jh,8c,Tc,4h,Kd,9s,6c,0.5105,0.2025
Qh,Js,Tc,2s,Ks,Td,3c,0.597,0.4275
Tc,Kc,4s,7d,3h,5c,Jd,0.6135,0.197
7d,8c,3h,5d,Tc,2c,4d,0.453,0.0065
2d,Jc,Ac,Kh,5d,Ts,7d,0.453,0.236
5s,Kc,7c,8c,Ah,4h,6s,0.5455,0.91
Jh,3c,9c,As,8s,4h,9h,0.4435,0.259
7h,Jd,Ts,Tc,3c,Ad,7c,0.5065,0.6895
Td,Jh,8s,Tc,7d,Qh,Qc,0.561,0.861
6d,4c,7c,Qh,Ks,Jc,8h,0.372,0.0745
Kd,2h,9s,Ah,Tc,Js,8h,0.4965,0.177
5c,Qc,2s,Th,6c,2d,Jh,0.52,0.264
Qc,6d,Ts,3h,Jh,Th,9h,0.5305,0.122
6c,4d,Ks,5d,3s,3h,6d,0.39,0.702
9h,6d,7s,Tc,Ac,2s,5d,0.4575,0.1065
Kd,8c,9h,6c,Tc,8s,Ks,0.565,0.805
9s,Jc,Qh,8d,4h,6d,2c,0.5285,0.1615
Ah,9d,Kc,2d,9h,3c,8s,0.6035,0.792
6c,8s,7c,2d,Js,9s,Td,0.4505,0.9185
9h,2d,4d,8s,9d,Ac,Kc,0.394,0.6345
Ks,6s,Qc,4s,Th,8d,3c,0.54,0.2235
6c,3h,Js,Jh,9d,7s,9c,0.361,0.109
9h,Ks,Td,Kh,8d,6c,Js,0.5835,0.841
7h,6h,9s,4s,Kd,3h,5d,0.468,0.9965
5s,9c,4c,2d,4h,Ts,Qd,0.4385,0.1815
7s,Th,8h,3d,2s,6h,4d,0.503,0.0185
6c,6h,Qd,Th,Ks,2h,Tc,0.6345,0.621
9s,2s,4h,2d,Jd,Ac,As,0.4305,0.575
Ts,Ac,4c,As,Jc,6c,2s,0.6035,0.849
Qs,9d,5c,Jh,8d,7c,Th,0.5505,0.9945
6d,Th,Qh,5h,4h,2s,Qc,0.434,0.148
Jc,6d,2s,5d,5s,5h,9d,0.458,0.2585
Ac,As,Qh,3s,Qc,4d,4h,0.8375,0.796
Jc,2h,5s,4s,Jh,Ah,5h,0.447,0.686
4s,2s,9d,3c,5h,Js,Jh,0.3545,0.005
3h,Tc,Ts,5s,Kc,7s,5h,0.395,0.6745
Ac,3h,8s,4h,Kh,2h,Th,0.566,0.656
2d,6s,6d,Ts,4c,Jd,8s,0.333,0.499
Ah,7h,Jh,Kd,3s,5d,Qh,0.5895,0.34
6c,4h,4c,Js,7h,5h,7c,0.3555,0.5675
Kc,Td,6d,3s,Qs,Ac,Js,0.617,0.959
5s,Td,9d,2d,Qc,Qs,Kc,0.437,0.2355
5h,Kc,7d,Ks,Jh,7s,8h,0.536,0.8145
6d,4h,Ts,Ah,Ac,6s,8d,0.3805,0.557
3s,4c,8s,7c,Kc,8h,6c,0.353,0.036
9d,Td,Tc,Qc,Jd,Jh,Ks,0.524,0.7515
Tc,Qd,Jh,Ts,3s,Kh,8s,0.5695,0.656
Jh,Qs,7d,9s,8s,Js,Jd,0.5735,0.7575
8h,Ks,3h,8s,Jd,Kh,Kd,0.5745,0.998
As,8s,6s,6d,4c,5d,5h,0.617,0.689
7s,3d,9c,Qc,8d,9s,2d,0.359,0.127
5s,Qh,Kh,9c,2s,8h,4h,0.5025,0.2075
Tc,Qs,9h,9s,9d,Td,7s,0.58,0.885
7s,6c,Td,5c,Jh,8c,Kd,0.4455,0.1
5s,Jd,8c,4c,Kd,2d,4h,0.4745,0.2505
3d,6d,8c,Kd,5c,2h,Js,0.3865,0.027
3s,As,6c,3c,Kc,Kh,Qs,0.549,0.6095
2s,Ac,3c,6s,2h,Js,As,0.5365,0.9205
Qc,2h,Ts,Kd,5h,9h,9c,0.4605,0.3675
7h,Qs,Jc,Tc,Kc,8c,5d,0.499,0.108
Kc,Qd,Jc,2s,9h,5c,Td,0.6165,0.9955
Qc,6s,Ts,7c,Kc,Kh,9d,0.5005,0.3265
2d,3h,8s,4c,Th,Js,Qs,0.3325,0.0025
2h,6c,4h,6s,Jd,Ts,8h,0.351,0.4955
Qd,Jc,9h,4s,Qc,6c,Kc,0.59,0.735
7h,2c,4d,6h,Qc,8h,3h,0.346,0.007
Th,7s,4c,5s,As,8h,7h,0.4845,0.524
Ks,9d,8c,9s,4c,7s,4d,0.564,0.806
3c,5d,6h,7d,8s,Ah,5s,0.378,0.2375
4s,Kh,Qs,6s,7h,6c,6d,0.54,0.4775
Qh,3d,7h,4c,Jd,9s,Th,0.4855,0.101
4c,8d,5h,3s,Qs,6c,4d,0.394,0.297
3s,9s,Th,5h,Ac,As,Qs,0.436,0.277
Td,Qd,8d,6s,3d,Jd,7h,0.6075,0.982
3c,7d,9c,5d,8s,Qs,Kh,0.357,0.1
7d,Qd,2c,6h,Js,Qh,5c,0.56,0.82
5s,4d,6c,8h,5c,7d,Ts,0.377,0.7845
7h,7s,6h,7d,Jd,Jh,8h,0.6715,0.989
Ah,6d,5c,8s,Th,Kd,3s,0.5785,0.3305
Qc,Qd,6c,5c,4c,3h,7h,0.803,0.408
4h,2c,9d,Kd,Jc,8d,3s,0.311,0.005
9s,Th,6s,8c,Kh,Jh,Jd,0.494,0.3075
7c,Qs,5h,7s,Kh,9h,Th,0.512,0.3045
6h,Qc,Tc,Jd,Kd,Kh,2s,0.5225,0.326
Qc,4c,8h,5c,Ad,6h,Ts,0.538,0.2425
4c,2c,Qh,7c,7s,8s,9h,0.367,0.054
9c,3d,7h,4s,6h,Qd,Td,0.42,0.073
4h,Th,Qd,9d,Ks,Tc,Qh,0.4455,0.5825
Qc,8d,Ah,9d,2d,5d,Qs,0.5345,0.748
Kd,6h,8c,3c,3h,Td,7s,0.542,0.2995
4d,2c,Ad,Ah,Kc,3c,Qs,0.3505,0.0055
3d,7d,2c,3c,8c,9s,Jd,0.396,0.491
2h,6c,2s,9s,2d,3h,5c,0.3405,0.9065
4c,7s,5d,Tc,Th,6d,Ts,0.3865,0.056
Qs,9d,3c,As,8c,Kd,7s,0.542,0.366
2h,7d,6s,2c,8c,Qd,3h,0.3345,0.447
9h,5h,2h,5c,4s,Jd,Kd,0.4565,0.6195
9s,8c,Qd,3s,9c,Js,3c,0.4965,0.5945
Tc,3h,Kc,2h,Qc,Jh,7c,0.423,0.2085
3d,9d,Tc,5s,7c,Qd,3s,0.4395,0.4515
3s,6h,5c,3d,Ts,Qd,4h,0.364,0.405
Jc,7s,Qc,8c,3h,4h,Ts,0.5,0.187
3h,4s,8s,Kh,4c,6h,Qd,0.3475,0.4245
Ts,Ah,Tc,Ks,2c,Qh,6d,0.6265,0.651
Js,Ks,Ad,Jc,7c,2h,Td,0.616,0.7695
Ks,3c,9d,2d,4h,Td,9s,0.4995,0.2805
7d,3d,Jd,Qc,6s,Ac,As,0.398,0.1
2c,2s,Ad,7h,Th,4h,Kc,0.5225,0.377
Kd,Kh,9d,4d,Th,4h,3h,0.8175,0.862
8d,Jh,7h,2c,9h,Kh,9s,0.5445,0.205
Td,6c,7c,5d,6s,4h,9c,0.469,0.3735
Kc,4h,5c,6d,2d,8h,6h,0.5285,0.2645
Ah,3c,Tc,Ts,6h,Qc,9c,0.5735,0.398
Qh,8c,4h,4s,Kc,4c,Qd,0.5415,0.798
2c,2s,Jd,9c,5d,Jc,Jh,0.498,0.627
2d,9d,5d,5c,7c,Ah,2s,0.4105,0.5725
4s,Jh,2h,9d,4d,6s,4h,0.4725,0.9495
3c,4d,8s,9d,Jh,6s,3s,0.321,0.3735
9h,3d,9c,2h,6c,5s,3c,0.4325,0.7575
Jd,2s,Th,3c,Ac,3h,2h,0.4605,0.5275
8c,Kh,9c,6s,4d,Tc,Ad,0.5455,0.3765
Qh,Tc,9c,4s,Qc,Qd,7h,0.6085,0.9795
8s,8d,7d,2h,As,Ah,Kd,0.701,0.744
4s,5d,2s,3s,7d,9d,6d,0.367,0.9385
4s,7c,8s,Th,Qs,7h,As,0.3935,0.3875
Jd,9c,Js,3s,9d,Jc,6c,0.519,0.9975
Jc,6h,4d,9d,9h,7c,5s,0.487,0.1485
7c,5h,7s,8s,Th,9d,2h,0.3945,0.3145
2c,4c,7d,Kd,9h,2d,6d,0.362,0.226
Js,Qd,Tc,Kc,Qh,9c,2s,0.617,0.8905
Qs,3s,4c,5h,Qd,Js,Ac,0.533,0.736
Ks,8s,Qc,2c,4s,Jd,3h,0.5675,0.2635
Qs,3d,2h,8c,3h,Ts,4h,0.469,0.5
2h,2c,5c,6c,Td,Ad,7d,0.4945,0.323
Qd,5d,Jd,5s,7d,Ad,3h,0.5345,0.997
6c,Jc,9d,8s,Kd,2s,7s,0.5155,0.1385
9s,Qd,3d,8c,5s,As,8d,0.5555,0.357
4d,Kc,Ad,7c,4h,4c,Qs,0.511,0.974
5h,Td,6d,Ks,5s,Ac,9s,0.4515,0.4235
5c,Kc,5s,5d,8h,Qd,Th,0.547,0.953
3d,2s,2h,5h,Jc,7d,2d,0.307,0.9485
7h,3s,6s,Kh,5c,Jh,8d,0.364,0.0565
Td,2h,Qd,Kd,9c,3d,9d,0.426,0.896
Ks,6c,8d,3s,5c,2c,Qd,0.5705,0.223
2h,5h,Ks,Jh,Ah,3h,Ad,0.368,0.942
5h,Kd,4s,6s,7h,3h,Ks,0.538,0.896
3h,Qd,Qh,Ts,6h,Ac,Js,0.496,0.6015
2s,Ah,4h,Jc,4c,Jd,Qh,0.546,0.602
Th,9d,Ad,7c,6s,8s,Kd,0.4835,0.996
3s,Jh,5c,6s,9d,Ks,6d,0.443,0.208
2s,3h,3c,5s,Ks,Ad,Kc,0.3235,0.5855
Td,5h,8c,3d,6d,Qd,Kd,0.452,0.918
9d,Td,8h,5h,3h,9c,Jd,0.57,0.688
Ad,7c,Jd,Jc,2c,4c,4d,0.586,0.6905
Jd,9d,8s,Kh,Js,3c,8h,0.57,0.74
7d,Kd,4d,Ks,As,Ac,Js,0.5985,0.796
6h,5c,7d,2c,7h,Jc,2s,0.388,0.148
Tc,Js,Ah,9s,3s,4s,Jc,0.5495,0.7265
Ah,Jc,As,2h,2c,6d,5d,0.6395,0.851
8c,Qd,5s,Jh,6h,7d,6d,0.5395,0.228
Qc,7h,3h,8s,9h,2d,Ac,0.5205,0.252
Kd,Td,Ah,8h,5h,As,8d,0.602,0.708
Kd,Jd,6d,Jc,7c,6s,Ah,0.647,0.729
Ks,Td,4h,2c,2s,Qs,9s,0.5985,0.3515
5h,Qd,8d,7c,4s,7h,Th,0.504,0.179
2s,3d,4s,Ts,6c,5h,7c,0.313,0.7795
2s,3h,Ad,5s,3c,Kc,Js,0.3245,0.432
6h,Qd,7h,Tc,3h,Kd,2c,0.5145,0.246
6h,Kd,6d,8s,4h,Kc,8h,0.554,0.826
5c,Kd,Qh,Jc,2c,6d,8d,0.5405,0.228
4h,5c,Ac,4c,9c,Ts,2s,0.3895,0.4905
Jd,2d,5d,Td,Ks,Qc,5h,0.4515,0.3655
8h,6s,Ts,6d,Ad,3h,5h,0.429,0.6125
6d,Js,7c,5c,Qc,9h,Kh,0.4955,0.232
2s,9s,5s,4h,Ks,4c,Jd,0.414,0.185
Jd,5h,2h,Ad,8c,2d,5c,0.4805,0.5935
9d,8h,Ad,2h,9c,7c,6c,0.4955,0.7025
2d,Jc,Ad,Tc,6d,Jh,9h,0.4395,0.7195
Ah,2d,6d,8c,As,5c,Ac,0.563,0.869
Qh,8d,2c,5s,7h,4s,Ah,0.534,0.179
6h,Kd,6s,4s,5d,Th,5c,0.514,0.6645
9h,Jh,8d,5c,9c,Qs,Td,0.554,0.9315
7s,5d,4s,Jc,6c,4c,8c,0.407,0.5965
9c,2h,2c,7s,7h,6h,As,0.4015,0.5945
9c,7s,8d,Ac,5s,Kd,5h,0.4695,0.1845
Ts,Qd,2h,Ks,Ad,2s,7s,0.5665,0.4315
6h,3c,4s,8h,Jd,Td,6c,0.3545,0.5275
Qs,9d,Kh,3h,6d,Ts,Js,0.555,0.9805
5s,3h,4h,9c,Qc,6s,Jd,0.351,0.026
As,Td,9c,7s,4d,2d,4h,0.6535,0.4535
Ad,Js,2h,Kc,Kd,7s,Qs,0.6485,0.5175
Kd,Kc,9d,6d,9s,5c,Qd,0.825,0.855
6h,9c,Th,Jh,Kd,Td,4c,0.395,0.2625
3c,9s,6s,Qd,5h,2d,Ts,0.406,0.0925
3s,Th,3h,2h,8c,7h,8d,0.4365,0.648
4c,Tc,Ah,7c,7d,Ac,6d,0.4685,0.375
Ks,Ts,4h,7s,Jh,6d,Td,0.626,0.739
Ks,8h,3s,6h,6d,3c,Th,0.5295,0.491
8s,Ah,5c,Kd,4h,Jd,8d,0.603,0.6615
9s,4h,Th,As,3s,2h,4s,0.4015,0.476
Qd,Ah,6h,9s,Tc,Ac,Qc,0.6335,0.8785
Qd,5d,5s,4d,Td,2c,7c,0.5415,0.6285
7c,Qs,5h,Ac,7h,Jd,Th,0.507,0.5175
Ad,8s,Jc,Ah,Kc,Js,4s,0.6075,0.825
Kd,As,Kh,6h,2d,4c,Kc,0.647,0.965
Qd,9s,Ks,Kc,9c,8c,2d,0.546,0.8365
2s,Qc,3d,8h,Tc,9s,2c,0.478,0.4245
Qc,5h,8c,Ks,4s,Jd,Qh,0.5155,0.7275
Kc,2d,Ac,Th,6s,Js,2c,0.518,0.468
9s,5d,2d,2s,Qc,Qd,8d,0.4265,0.167
9h,4s,Ad,Js,Qs,9d,2c,0.4385,0.5395
4d,Ad,7d,5s,9c,5c,7c,0.599,0.548
9c,3s,8d,7h,5h,Jh,6s,0.3955,0.894
3s,Kd,7h,Ac,4h,Ks,4s,0.5025,0.7505
9s,8d,8s,4h,6h,3d,Qc,0.461,0.7085
Jh,5s,3c,6s,3s,3d,7s,0.4605,0.188
3h,3c,4d,7s,5s,Kc,Tc,0.5335,0.377
6h,5d,4d,4h,As,Qh,Tc,0.3925,0.143
2d,Th,6c,Qd,6h,8d,Qc,0.4155,0.292
8d,Jh,Ts,Ah,2d,7c,2s,0.5175,0.2435
8h,Js,2h,As,6d,Qc,8d,0.5195,0.6805
Ks,8h,8d,Qh,3s,5c,6c,0.5835,0.7205
Th,7h,Kh,4d,7c,Jc,7s,0.51,0.9575
9d,Jc,4d,3d,9s,Qs,7c,0.524,0.754
9c,5h,8h,7s,Js,Ks,Ah,0.426,0.137
Js,4c,8h,2s,Tc,9s,5s,0.4465,0.078
7s,8d,7h,2d,9h,Qs,4c,0.4535,0.6375
2s,7d,7h,4c,Th,9d,8h,0.324,0.281
7c,8s,Jd,7h,9c,Jc,5c,0.423,0.653
3s,3c,8h,Jh,Ts,As,Th,0.5305,0.4665
9s,As,8d,Qs,3c,Jh,2d,0.631,0.3305
As,7s,Tc,Th,Jh,4c,Jd,0.6195,0.75
5s,Kh,Ac,6d,Ad,6c,As,0.5315,0.455
Ad,Ac,Tc,3h,8s,Kh,5s,0.8465,0.904
3c,8h,6s,Jh,Kc,8c,5d,0.373,0.6
Qd,7c,Ts,8c,8s,Kd,Js,0.531,0.325
Kh,7h,2c,Qc,5d,3c,4c,0.579,0.079
7h,Td,2d,4h,8c,6h,5s,0.4715,0.92
4d,3d,6c,2s,Qs,9h,7h,0.366,0.0045
Jc,8s,Qd,Jh,4d,8c,4s,0.5055,0.742
7s,Ah,5h,3s,Kc,Js,Jd,0.5955,0.4615
8d,Ah,Kc,3s,6h,2s,8s,0.5935,0.717
9d,Ts,Tc,6s,8s,As,8h,0.5045,0.6765
Qh,4h,2c,5c,8h,3d,3s,0.5155,0.243
7s,6d,Qh,3s,5s,9h,Ks,0.412,0.067
4c,Ks,Ac,Qh,2s,8h,Tc,0.5145,0.32
Qs,Qd,7s,4h,5h,2c,Tc,0.8105,0.833
5h,2h,8d,9c,Kd,Ac,Ah,0.3845,0.1055
9h,7h,Qs,4c,3c,Kc,7s,0.4865,0.63
2d,8s,7d,3h,5d,Qc,Kh,0.3865,0.0335
Qc,7c,Qh,Ad,8h,Td,Jh,0.5325,0.4405
2d,Kh,Jd,6h,8s,As,3h,0.5005,0.338
Qs,Th,Ac,8s,2d,8c,Tc,0.5255,0.6945
2s,7d,3s,7s,Js,Ah,Ts,0.359,0.706
5d,Jd,3c,6s,3s,Ad,Js,0.5145,0.6845
Ks,9s,3h,Qs,3d,9c,6d,0.6305,0.746
7d,3d,Kc,8c,Tc,7h,Qs,0.419,0.4075
3d,Ac,Ks,As,4s,7c,6s,0.5595,0.506
8d,5c,6h,Jh,6s,Td,Kh,0.4215,0.127
7s,9c,4h,2c,Qd,Jd,Jc,0.48,0.206
Jh,Td,3d,6s,3s,Qh,9c,0.575,0.2865
8c,6d,7s,As,3d,9d,3s,0.432,0.1125
Jc,8s,Qd,9h,4h,6d,Jh,0.498,0.7175
Qc,6d,Jd,2d,7c,7d,Ks,0.492,0.347
8s,Ah,Qc,3h,5c,Tc,7s,0.6055,0.3135
3d,3h,2h,4h,4s,Kc,5h,0.529,0.583
3s,6c,Ts,7c,Qh,6d,Jc,0.355,0.414
Qc,Ad,Qs,3c,Ah,2d,Ks,0.6495,0.942
7c,Ks,3c,6d,Tc,Kh,9c,0.5525,0.797
8d,6c,As,3h,8h,Kh,5c,0.4145,0.5915
9c,Qh,4h,2c,7c,Th,9h,0.588,0.6805
Td,8c,Kd,4s,4d,9d,6d,0.5005,0.833
As,9d,7c,Ks,Ac,Jh,Th,0.5835,0.713
Qs,2d,Kh,9c,4d,Qd,Kc,0.467,0.838
2d,7d,Ks,Kc,4s,3s,5s,0.385,0.0015
Td,2h,4d,3h,Jh,5d,6d,0.433,0.7405
Ac,2c,8c,8d,Jc,3h,Ks,0.6095,0.4745
Ad,Jh,Kc,6d,4d,Kd,Ah,0.6665,0.866
6c,2s,Qd,Ad,3c,8h,2d,0.344,0.416
Ah,9d,2c,Ts,5d,6h,Td,0.6225,0.445
8d,6s,As,Kd,Tc,7h,Qh,0.4085,0.17
5c,8h,Ac,8d,Kd,8c,7c,0.4095,0.926
8s,2s,Js,3c,9c,Qh,7c,0.4315,0.1105
6s,3s,2s,5c,5d,2h,Qc,0.414,0.205
As,3h,7h,6d,3c,Tc,7s,0.555,0.5615
2d,9s,Js,Th,7h,As,6d,0.3915,0.1705
7s,Jc,Jd,Ac,7h,7d,4s,0.4965,0.9935
Ah,6h,Qs,Kh,8c,6s,2h,0.6205,0.591
6d,2d,Kd,Qc,8h,Qs,3h,0.3655,0.052
Td,5c,4d,7d,5d,3d,7s,0.4505,0.751
2d,9s,Ad,Js,2c,Qs,Tc,0.4005,0.336
5c,9s,6d,5h,Ac,Qd,9d,0.41,0.8795
8d,8s,Kd,Qh,Jc,Jh,2h,0.688,0.572
6s,9h,Ks,8d,8c,5d,6h,0.419,0.706
Kc,5c,Qs,9h,6h,8h,Ac,0.5735,0.285
Qs,4d,2d,Ah,7c,9h,Js,0.4755,0.2255
Qs,Jd,2d,3h,6s,As,7s,0.607,0.2715
Jc,Th,4c,8c,Ts,4s,Ad,0.557,0.7455
Ks,8c,5h,Qd,Qc,2d,Jd,0.567,0.3615
Kh,3d,3c,4h,5s,2s,7d,0.5115,0.3445
Ac,2d,Kc,4d,7c,Ts,2h,0.5535,0.4625
6h,3h,5c,9h,4h,8c,8h,0.4185,0.941
8d,Tc,Kd,Ac,9c,9d,Js,0.4685,0.1975
7h,Ac,9s,Jc,Qs,3s,6d,0.5905,0.3175
9s,5d,Jc,Qd,9h,2h,7s,0.434,0.6425
3h,5d,4c,9s,5c,3d,9d,0.3705,0.739
Js,9d,9h,Td,7c,Ts,Qc,0.534,0.678
Tc,Ts,9d,5h,7h,2c,7c,0.761,0.861
4s,2c,Qd,3d,Ac,Jh,5s,0.3135,0.9855
Qd,Kh,6s,8c,Tc,9c,7c,0.5895,0.279
Jd,5c,Kd,6h,3d,2d,7c,0.4745,0.153
8s,4h,9h,7h,7d,2c,2s,0.3935,0.073
8c,Ah,6c,3h,Ac,6h,Qc,0.587,0.8285
Jd,Kc,Qh,3s,6s,7d,7c,0.5985,0.381
4c,Kd,Qc,6d,9h,2d,5s,0.5285,0.2275
2s,Tc,Qc,7c,Qh,5s,6d,0.4095,0.1135
Ac,Kd,Td,Jh,Jc,4h,9h,0.6615,0.414
5c,Qc,Qh,Kc,5h,7c,4s,0.4945,0.932
2h,Kc,3d,8h,Ac,Qh,5s,0.5065,0.3185
Ad,8h,5h,9c,7c,4d,6d,0.583,0.9195
Ks,Kc,Th,Kd,Td,6h,Ts,0.8035,0.955
9h,Jc,4d,7s,2d,4s,Qs,0.5285,0.2725
8h,4d,9s,Jc,Ah,2d,6s,0.371,0.098
Ad,2h,2d,5s,Kd,Kh,Ac,0.552,0.8245
Kc,4c,8c,2d,5h,Ad,Th,0.5545,0.3145
9h,Qc,As,Tc,4h,5d,7s,0.569,0.2225
2d,Jh,6s,Jd,Tc,5h,3h,0.431,0.811
7c,2c,Th,Ad,Tc,2d,Ks,0.365,0.558
4c,5d,Tc,7c,7s,3h,5s,0.3965,0.6905
Kc,5c,6h,Tc,Th,4c,6c,0.538,0.824
2h,7s,Qc,8c,4h,Kh,Ad,0.323,0.0975
7s,6h,Jc,4h,9s,Qc,Qd,0.4355,0.1035
8s,Ad,2c,7h,2d,6s,9s,0.5935,0.427
4c,7c,Kh,6c,Tc,2c,Jc,0.4525,0.78
4d,Ts,5c,7d,Kd,Js,5d,0.445,0.2265
5h,Jd,9c,Qs,Kd,4s,6d,0.5115,0.2145
Ac,8s,4d,Js,Kd,4s,Ah,0.6155,0.8445
6h,4h,Td,6d,Ac,5c,Jc,0.395,0.52
Ah,Jh,Ac,6d,6h,8s,Jc,0.6365,0.8925
6h,4s,7d,4c,9s,7h,9h,0.3565,0.105
3s,4d,Qh,Qd,5s,Tc,4h,0.3685,0.553
2d,2h,8d,Ks,5d,Jd,7c,0.513,0.3315
9s,Qd,7d,5s,5c,9d,Jc,0.554,0.7145
Qc,5s,4s,3d,5d,9s,6s,0.489,0.367
8h,9d,6d,3s,3d,8c,Kc,0.507,0.705
6s,5h,Jh,Tc,2h,Kd,8c,0.375,0.054
4d,3s,6c,5c,Ac,Jd,2h,0.3815,0.946
9h,Jh,3s,4c,Th,6h,Kh,0.5595,0.987
Ad,Qd,Jc,Ac,Ah,3c,3s,0.6665,0.9785
2c,3c,7c,4s,9h,5d,Ks,0.344,0.005
8d,Qh,Jd,8c,9s,Ac,4h,0.5665,0.5525
Kd,2d,8d,Kc,Jc,Ah,8h,0.5345,0.7225
8c,9d,Ad,8h,8d,4d,Jh,0.4885,0.921
8d,Qs,8h,2c,3h,Kd,Tc,0.527,0.6815
2s,5s,Qh,Js,7c,Qc,Kh,0.388,0.0695
8h,Kc,7s,4c,3h,Kd,Th,0.5545,0.8205
4d,7s,Kh,7h,Td,Js,Qh,0.377,0.268
3d,4d,4s,Jd,7d,Qc,9d,0.397,0.971
5d,9h,Kh,2d,5h,7s,Th,0.436,0.5125
6c,8h,Jd,6s,4h,Qh,6h,0.457,0.919
Qd,Jd,Ts,Qc,4d,5h,Ad,0.594,0.767
Js,Ad,Jc,Ts,Ac,Qs,Jd,0.632,0.9945
Ks,Tc,As,6s,9c,Qs,Kh,0.628,0.753
2h,Ts,7d,6c,9h,8s,2s,0.3975,0.926
Ks,7s,Ad,7d,3s,Th,6h,0.5585,0.6505
9h,3h,Jd,7c,8c,6c,5s,0.436,0.8845
5s,Jd,9d,4c,Jh,9c,3d,0.4705,0.812
7c,Ad,7h,Ah,Jd,5s,6c,0.586,0.9325
3h,Jh,2h,2s,Ks,3s,9d,0.4875,0.548
Ks,2s,3h,9d,Tc,Ts,Jc,0.5545,0.326
Ks,6c,7s,2c,Qc,Jd,Kh,0.55,0.838
4d,9s,9d,Tc,Qc,5s,2s,0.3905,0.6305
5s,8s,Kd,3h,7d,Qs,9c,0.42,0.1125
4d,2d,5c,Qh,As,8c,4c,0.383,0.387
Ah,2h,8d,8s,Ks,2d,7h,0.568,0.644
Td,Qd,5h,Tc,Ad,Ah,Qh,0.6245,0.808
2d,6c,3h,7d,2h,6d,9c,0.323,0.8705
6c,6s,6d,7c,2d,Qd,Tc,0.6455,0.927
8d,2h,6h,8h,Kh,8s,3c,0.389,0.9135
7h,6h,Ad,Ac,7d,Qd,9s,0.4635,0.554
Jc,Qh,6c,Kh,9s,4d,7h,0.589,0.228
Th,7h,4s,Ah,Qs,Qh,5s,0.52,0.224
5c,Qc,5s,Jc,8h,7h,3c,0.508,0.487
