hand_1,hand_2,board_1,board_2,board_3,board_4,board_5,preflop_win_rate,fullboard_win_rate
7s,Tc,3h,7d,2h,8s,8d,0.4925,0.8433
6d,5h,Tc,3c,Kd,9d,4c,0.3987,0.0272
4c,6d,5s,4h,2h,9d,Qc,0.3789,0.506
Ad,5d,Js,6h,Kd,As,Ks,0.5959,0.8083
Kd,3d,Ah,9c,8s,8c,Jd,0.5344,0.4285
Ks,5d,9h,Qh,6s,5s,Qd,0.5425,0.6113
As,8h,9c,3s,9s,Kh,Ks,0.5996,0.7089
4d,8c,7s,Jh,Qs,4c,2d,0.3921,0.5422
9d,Th,5h,6d,4s,Kd,Jc,0.5089,0.1515
Jh,7d,Td,7c,3s,Kd,4c,0.4961,0.6559
Tc,5s,7d,9c,Jc,9h,Jh,0.4489,0.3498
8d,4h,9h,5h,5c,4d,3d,0.3867,0.6267
Kc,9d,8d,5s,Kd,3s,4d,0.5908,0.7822
Kh,4c,8h,4s,Jh,Kd,3d,0.5211,0.9748
8d,Qh,Js,Tc,Jc,Ad,5h,0.5472,0.3529
2c,3d,8s,Ts,4h,Js,3h,0.318,0.3905
7h,3s,Qh,2d,7c,8h,5d,0.3627,0.608
Kd,6h,2s,5c,7d,9d,Ad,0.5402,0.2953
Ad,Ks,Js,Qc,5d,Qd,3s,0.6576,0.5137
Jd,5c,7s,9d,5s,Kh,6c,0.4617,0.3513
9s,Qc,Js,Qh,4c,Th,7d,0.5519,0.8361
5h,Jh,3s,Qd,5s,Kh,Qh,0.5013,0.7077
8h,3d,Jd,Ac,5c,9d,2s,0.3721,0.0827
7c,Th,8c,2h,Ad,5d,2c,0.4754,0.1476
7c,5s,2s,5c,Qc,5h,Qd,0.4037,0.8919
Qc,4d,9h,2d,Jd,5h,Jc,0.489,0.2248
Jd,5c,4s,Jh,3d,7d,3s,0.4794,0.8061
Js,2d,Jc,8c,Kh,6s,9h,0.4528,0.7107
7d,6h,4c,Qh,Js,Tc,Ts,0.4199,0.1069
Td,9c,6d,2d,Kd,Tc,7h,0.515,0.7217
3c,7d,9d,3s,Kd,4h,Jd,0.3696,0.4103
Kc,3c,2d,4c,3d,Qs,2s,0.5381,0.5726
7h,4d,8h,8d,Ad,As,9h,0.3883,0.1169
Ad,8d,4s,Ts,2c,6h,Qd,0.6216,0.3448
Ts,Jc,8c,2d,2c,Js,9s,0.5641,0.8227
9h,5d,9c,8d,8h,Ts,Jc,0.4267,0.3607
4h,6s,Td,Jd,Tc,Qs,As,0.3815,0.1899
7d,Jh,Qc,5s,8s,9d,Ah,0.5044,0.2439
5d,Td,8s,Qs,6h,Jc,8h,0.4736,0.2457
2c,Kc,7h,Ad,4c,6s,Tc,0.531,0.2792
7c,Ac,As,4s,Kh,3c,6h,0.6131,0.8343
2s,2d,Ad,Kd,Qh,9d,3d,0.505,0.6766
2s,4s,Qh,5s,6d,Ac,4d,0.3636,0.3893
Ks,5h,8d,2d,Kd,Js,7c,0.5325,0.7968
Qh,6h,Qc,Jd,Kh,8c,3c,0.5376,0.6883
Jd,3s,9s,5c,Th,4c,Qh,0.4492,0.1626
Th,Kc,9d,6h,3c,Qs,8s,0.5966,0.2407
Ts,Tc,Kd,6c,Th,Qh,5s,0.7477,0.9601
8s,2d,Jc,8d,Qs,7h,6d,0.3609,0.5978
9c,2h,Td,Ah,5c,Jd,7c,0.3992,0.1691
As,Qc,2h,Js,Kc,7s,2d,0.649,0.5153
8h,Kc,6c,8d,3d,5d,Ac,0.5613,0.702
4c,3s,2s,8h,6s,7h,Ad,0.3514,0.0037
6s,2c,2s,Jh,4c,3s,Js,0.3426,0.509
2s,Qs,8d,Tc,Ah,Qh,Ad,0.499,0.8125
Jh,8d,Ks,7h,Qs,7c,3d,0.5143,0.3592
3d,Ad,2d,3c,8c,Qd,4h,0.5816,0.549
6h,Jc,Kd,7h,Jd,Js,9c,0.4755,0.9257
6s,2s,Kh,5s,7s,Tc,Td,0.3713,0.0562
7s,Qh,Kc,7d,2h,Qs,Ah,0.5153,0.9194
7c,Qh,Jd,7s,Ah,Jc,Qd,0.523,0.7247
Jh,7d,3h,Th,Kc,7s,3s,0.4929,0.601
Td,Js,Ah,5s,6c,2c,Jc,0.5515,0.7249
4c,5d,Kh,9s,As,6s,Kd,0.3757,0.0342
6h,8h,6c,8c,Kd,6s,Ah,0.4679,0.9847
Ah,7c,5c,9c,3s,Ad,Js,0.5956,0.8574
Tc,Jc,3c,4h,6h,5c,Js,0.5765,0.5305
7d,Qc,6c,Kd,9h,Jd,As,0.5215,0.3408
6d,Kd,7h,Kh,4d,5c,8d,0.5708,0.9272
3d,9h,8c,3h,Jh,Kh,Ah,0.3982,0.9105
Jc,8d,Ad,9s,Qs,Tc,4d,0.5095,0.9837
5s,9c,Th,4s,6c,3c,Ah,0.4245,0.0775
3d,6s,9s,Kh,7s,9c,5h,0.3624,0.0578
4s,8h,2c,9h,Qh,6d,7c,0.394,0.0529
8d,2c,2d,Qc,5d,7h,5s,0.3688,0.58
Jc,Ts,8d,Qd,Ah,Ks,9h,0.5525,0.9943
7s,7h,3d,8c,3s,Js,6d,0.6672,0.633
2s,Ac,Jd,6h,Kc,7c,Ks,0.5527,0.4496
Js,Ac,3s,Ks,Jc,Kh,7h,0.641,0.8942
4d,Kc,2s,Kh,Qc,Ks,8c,0.5165,0.9576
Kc,As,2d,8h,2s,9d,6s,0.646,0.4809
3h,6h,8d,Ad,6c,9d,9c,0.394,0.5395
Ac,Qh,6c,Kd,4s,7h,Ad,0.6441,0.8709
2d,3d,Qd,2c,Th,As,Ah,0.3524,0.5623
8s,9d,3c,Td,7s,Qc,5h,0.4823,0.1096
3c,3d,Ad,Qd,4c,9s,3s,0.532,0.9712
Jd,5d,2d,6h,Qc,5s,As,0.4969,0.5688
4c,2h,As,Qs,5c,9c,3d,0.3326,0.9956
8h,2h,6h,Ad,2c,Qs,Kc,0.4032,0.4294
Ks,Jc,7c,9d,9c,5s,5h,0.6077,0.4782
Qd,Kc,8h,2d,7s,Ts,Jd,0.6093,0.1958
Th,6d,8h,Kh,7d,5c,Qs,0.4537,0.1411
5s,Td,Ac,Js,Kd,Tc,9c,0.4458,0.4267
2d,9c,6d,As,Qh,Ks,Tc,0.3953,0.2517
Jh,3c,2s,8c,9h,Kh,Ah,0.4521,0.2321
6c,3c,Jd,Td,Js,Ts,2s,0.3993,0.112
4c,8h,7d,6h,3d,Th,6c,0.3919,0.0466
Ts,5h,3d,4s,3s,Jd,Th,0.4457,0.7202
Kc,Jc,Ts,9d,Kh,9s,Qd,0.6237,0.9012
2s,Kd,7c,Qc,As,2d,7s,0.5047,0.5861
2h,8c,7d,Th,6d,3d,Qs,0.3651,0.035
Jc,Js,Tc,4h,5h,4d,Kc,0.7769,0.7661
Qs,8d,Jh,3h,2d,7s,Qh,0.5354,0.8216
4d,Th,2h,3h,Qd,Ah,7d,0.4282,0.1288
3c,8s,Ks,Kd,2c,4c,Kc,0.3736,0.0867
As,Qc,Ac,2h,Kd,3h,9c,0.6454,0.8897
5c,Qc,6s,7s,Tc,Qh,6h,0.5276,0.8139
8h,As,3s,3d,Jc,Ks,2s,0.6085,0.432
Ts,2d,8h,8s,7d,Ks,Jc,0.4153,0.2534
5d,Ac,Qs,3d,Td,8s,6c,0.5695,0.2981
Jc,As,3h,Kc,6c,7h,4d,0.6342,0.2749
7c,6c,Jh,3c,Qc,Th,Qd,0.4492,0.1056
4c,8c,5d,Jc,8h,9d,2d,0.4253,0.5593
7d,8c,Ah,Jd,Kh,Th,6s,0.4526,0.1539
7d,Qh,7s,4d,2h,Kh,Kd,0.5222,0.8579
6d,2h,4h,Kh,8s,8h,9h,0.3408,0.6367
2d,4s,7c,Th,Qh,9s,8d,0.3425,0.0359
Kc,Qs,3h,9c,8s,8c,6h,0.6057,0.36
2d,7s,Ad,Qs,Ac,6c,Jh,0.3434,0.1101
Qc,3h,5d,As,Ts,4c,Td,0.482,0.3151
5c,2d,7h,3s,4c,Jd,7s,0.3498,0.0046
Kh,4h,7h,Jc,6d,Qh,9s,0.5465,0.2063
3s,8h,2h,2s,Kh,Ac,Qd,0.37,0.2507
Ad,Qc,9h,5c,9d,4s,Ts,0.6446,0.507
6c,Kd,2s,Qs,6h,Kh,Ks,0.5375,0.9971
Qs,Qd,Kc,4c,Kh,6s,Jh,0.7981,0.8978
3d,Ts,Ah,4h,6h,9h,Qc,0.4219,0.0875
9s,Qh,Kc,4d,Tc,6c,3h,0.5494,0.219
2h,4d,5d,Td,Qh,4c,2d,0.332,0.8553
Kc,3s,Qc,9s,7d,9h,Jd,0.5188,0.3357
8d,4c,3d,2d,Js,3c,Jd,0.3999,0.1523
Ts,3s,Td,Kd,3h,5d,4h,0.4608,0.8623
Ks,2s,5s,7h,2h,Ad,3s,0.5384,0.372
Ah,Ad,Ts,Ks,Qc,7d,8h,0.8434,0.8538
7c,Tc,Ad,3c,6h,Td,Ah,0.4995,0.8407
8s,Kd,As,4s,Tc,Th,2h,0.5564,0.4584
5c,2h,Qc,8h,Kh,Jc,Jd,0.3416,0.1032
9d,Ks,8d,5h,Ad,3s,Ac,0.5746,0.4646
Td,2d,Ac,Qs,4s,4d,5s,0.4468,0.2314
5s,Kc,8c,Qc,Th,6s,5c,0.539,0.4274
5c,2c,9h,3s,4c,6s,8h,0.3791,0.9633
3s,8d,3c,6d,Jh,Tc,2h,0.3791,0.5293
3d,8s,2d,9d,Jd,6c,6s,0.3719,0.1065
Kh,Ts,9s,Jc,Th,Ks,8c,0.595,0.6631
5s,2s,4s,6h,Jh,As,Js,0.3826,0.9427
9s,Ts,4h,8c,2s,Qd,6s,0.5394,0.0977
Td,7h,Ks,Kc,5c,Qc,5s,0.4777,0.2505
Qh,6d,4s,2c,Td,Kd,6c,0.519,0.6593
Qd,Js,Qc,9h,8h,7c,4d,0.5775,0.834
Kc,7s,5h,Jc,5s,Kd,As,0.5518,0.718
Kd,9h,6c,Kc,3c,9s,Jd,0.5713,0.9187
8h,Qh,Ah,9h,Ts,2c,As,0.5678,0.3493
Ks,3d,Ac,8s,9s,7c,8h,0.5069,0.4079
Ah,Qc,5c,Ac,3s,9c,4h,0.6393,0.6813
6d,5d,9s,Ac,Td,Kh,Kc,0.4379,0.1467
Kh,3s,Ks,6d,As,Qh,5h,0.507,0.7439
5c,Th,8h,5h,Ah,8s,Tc,0.4369,0.6928
7c,Th,Td,9d,Kh,As,Qc,0.4862,0.4578
Kc,4c,8c,Jh,2c,Qc,3c,0.5464,0.9552
9c,Ks,Jh,6d,Th,Jc,4c,0.5855,0.3726
3c,7c,Qd,Ts,6d,Ac,2d,0.3895,0.0513
6h,6c,Tc,6d,6s,5h,4h,0.626,1.0
4c,2d,9s,2s,Qs,Kd,6s,0.3372,0.2425
3h,4h,4d,4c,Th,Td,Js,0.3842,0.8861
5h,4d,5d,9h,3c,Jd,7h,0.3831,0.4929
Tc,Qs,Kc,Kd,Qh,Ac,2h,0.5673,0.7318
6h,Qh,Kh,Kc,Ac,5d,Kd,0.5278,0.6064
7c,Ac,7d,5c,9h,3h,8s,0.6062,0.5234
9c,3d,Kc,6c,8h,3h,Ad,0.3983,0.4617
4d,Qh,Ad,6d,Js,8d,6c,0.4947,0.3372
2d,9d,5s,Jh,4c,4s,3h,0.4143,0.0581
8h,7d,9h,Tc,Kc,2c,Js,0.4557,0.7823
5d,3h,Qd,4c,9s,Ks,7c,0.3669,0.0239
3h,6h,4h,2s,Qc,Ts,Th,0.4023,0.0168
9s,2h,6h,Qh,Ad,Ts,7c,0.3913,0.1678
9d,Qs,5d,Jh,Ah,8d,6s,0.5527,0.2415
Ts,8d,4c,5s,Td,6d,5h,0.5007,0.782
9c,2s,4h,Kh,Kc,As,5d,0.394,0.1447
Qh,6s,4c,6d,7s,7c,8c,0.5182,0.5343
Td,6d,Jd,5h,4s,Qc,7h,0.4922,0.151
Qh,Kd,6c,Ah,8d,Jh,Js,0.6134,0.5142
Kc,7c,7s,Td,7d,6c,4d,0.5797,0.8871
7h,Td,4c,8c,Th,Qc,4d,0.4828,0.6581
2d,8h,2c,2s,6d,7d,As,0.3671,0.9628
3d,Td,Ks,Qh,7d,9s,Qc,0.4516,0.2515
Qc,4s,5h,4h,3s,8s,Ac,0.4857,0.4139
Qs,Ad,6c,Kc,3c,9s,7h,0.6423,0.3121
Qh,7s,2s,6c,7c,3h,8d,0.5193,0.7125
6h,6c,4s,Jc,Qh,9s,Qs,0.6373,0.5665
Tc,8h,7d,2d,Kh,6s,Qs,0.5023,0.191
3d,7c,Qd,9d,3s,4h,Ks,0.3658,0.433
Kh,8c,4s,6d,9d,6h,Js,0.5565,0.346
6s,3s,2h,Kc,7d,Qc,Kh,0.3936,0.057
7c,3c,6h,7d,Th,Qs,2d,0.4051,0.6257
8h,6c,5h,9d,4s,As,6h,0.4371,0.6114
Ad,5c,7h,3c,Ts,2s,8h,0.5784,0.2938
Kc,Tc,Td,8c,2c,Js,5h,0.6253,0.7529
2s,6d,Jc,Kh,4s,Ac,As,0.3346,0.0599
5h,8c,3s,Kh,As,5s,4c,0.4068,0.4601
Jd,9d,Kc,9c,7s,3h,2d,0.5517,0.7691
9s,4s,Jh,4c,Ad,Kd,Td,0.4419,0.3246
8d,8c,2h,Tc,3h,Kd,Th,0.6891,0.7214
3c,Jh,Qc,Tc,6c,4h,8s,0.4456,0.1307
6c,As,8c,Js,6s,9d,2s,0.5836,0.5295
Kd,9s,Qs,5c,Jd,3h,8h,0.5736,0.2564
5s,Qh,8s,Ac,Qd,Js,6h,0.5042,0.7287
4h,7h,3d,5h,2c,Kc,6d,0.4165,0.995
Td,2c,3h,4c,5d,7c,5h,0.4266,0.0427
Kc,8s,2h,Qh,Ah,6d,3c,0.5559,0.3131
4h,3s,3h,Js,2s,6c,Ts,0.3486,0.4913
Jd,Tc,Qc,3h,6s,2c,2s,0.5512,0.2698
Jd,9c,3s,5d,9h,Ah,7s,0.538,0.7282
Jd,4s,Qs,3c,5h,Ad,9s,0.4627,0.222
4c,7h,9c,9h,Ts,3s,Jc,0.3845,0.1028
9h,3d,Td,8c,3h,Qc,6c,0.4007,0.4066
9c,Kd,4h,Jh,Qd,Qs,6s,0.587,0.3797
Qs,Qh,Jd,8s,2c,4d,5c,0.8004,0.8311
4c,2h,3s,4d,8s,5s,8h,0.3247,0.5875
Qh,6s,3d,6c,8h,Jh,Kh,0.5242,0.5541
Qc,5c,9s,6c,2d,Qd,3c,0.5272,0.8316
Jd,Kd,Tc,7h,9h,6s,4d,0.633,0.1698
5h,Ks,8c,Tc,4h,2h,Jd,0.5423,0.2108
3d,3s,Kc,Ts,7d,Kd,5d,0.537,0.4888
Ad,7d,Qh,4d,2c,8h,7h,0.6149,0.6201
Ts,Jd,8d,6h,Qh,3s,Jh,0.5548,0.7326
Ad,9c,6c,Qd,Tc,Jh,Ac,0.6108,0.6694
6h,Js,9c,2s,9s,3c,Th,0.4792,0.1776
6h,5d,8d,9s,Ts,As,6d,0.4037,0.3029
6s,6h,2s,Ah,Kd,4d,Th,0.6442,0.5671
5s,Js,Ah,6c,Ad,9h,6d,0.4973,0.3701
Qd,7d,2s,Td,5s,4c,3h,0.5398,0.086
As,Ah,Jc,4d,7d,Kh,4h,0.8458,0.8995
As,7d,8s,Ks,5s,2d,9d,0.5911,0.3307
Qh,4c,8c,3c,Qd,2h,6d,0.4884,0.8226
Kd,Th,4h,Kh,6h,4c,9s,0.5916,0.8219
Js,Jh,6s,3c,As,8h,9h,0.7772,0.7621
Jd,4c,Ks,Jh,9s,Qc,6d,0.4566,0.5287
7s,Jc,Kc,9h,8s,7c,Td,0.5015,0.9315
9h,3s,7h,6c,3c,Kd,Kc,0.4032,0.5373
Ts,4s,Kc,3s,Kd,Td,9d,0.4596,0.7779
Jh,Tc,5h,9h,Qc,Qs,Ks,0.5534,0.9697
8h,Ts,Ac,Kd,Js,Kh,9c,0.5025,0.3579
Td,8h,3c,2h,2d,Ad,Kd,0.493,0.229
Tc,5d,5c,Qd,Ks,8s,Kc,0.4444,0.6033
8s,Qc,9d,3d,4c,9c,Kh,0.5274,0.3724
4s,Td,Kc,Qh,Ah,Ad,6c,0.4323,0.3681
Ac,6d,2c,Ts,Ks,Jc,Ad,0.5726,0.71
5h,3d,Ad,4h,9d,Kh,Ah,0.3675,0.0203
Td,5s,8s,Jd,5d,9d,6s,0.4415,0.3344
8s,2s,9h,4s,4h,Kh,Jh,0.4022,0.0539
8c,9h,6d,Tc,Kc,4s,Qs,0.4872,0.1961
Kc,3d,8c,5s,7d,3h,7h,0.5179,0.5792
Ah,Ac,4d,Th,8h,4h,Jc,0.8576,0.837
Ks,8h,8s,Qc,9d,Js,8c,0.5604,0.8054
Qc,8s,Jh,Ad,3d,Kh,6s,0.535,0.3733
3s,9c,3c,6c,6s,Kh,As,0.3973,0.5883
3c,Kh,6d,Ac,Ad,7d,6c,0.5094,0.5843
Kc,7s,Td,2h,9h,8d,7d,0.5599,0.3256
7h,Jc,Js,2c,5h,6c,8h,0.5004,0.8102
5h,9c,6c,6d,Kc,9h,7s,0.4275,0.6898
9d,9c,Qh,2c,Qd,7s,8s,0.7179,0.8737
9h,Jc,2c,2s,Kc,Qd,5d,0.5339,0.3568
Kh,4h,4d,As,Qh,8d,3h,0.5572,0.5719
3d,7c,4h,Qs,Tc,Kh,3s,0.3671,0.4117
2h,7d,Qs,8c,Th,Ks,Ad,0.3444,0.1014
Qs,Ac,8h,Ah,Js,Kd,6c,0.6452,0.8919
4c,4d,8s,Jd,9d,5c,Jh,0.5786,0.4767
6c,9s,Kh,5c,2s,3h,Kd,0.457,0.0907
Tc,6c,Js,Ad,Qd,4h,2c,0.4885,0.2298
6c,Ks,Kh,8h,9c,5d,5c,0.5434,0.8228
Jd,2c,3s,6h,5s,Ac,2d,0.4472,0.3472
Qh,Kd,5s,8c,9d,7d,2c,0.6175,0.1825
4h,7s,Td,5c,5h,Ah,Jh,0.3935,0.1378
Qd,5h,Jh,4h,9s,9h,Qs,0.5002,0.775
Qc,Js,5h,7c,2d,Ah,9h,0.575,0.2294
2s,3h,2h,Ac,Qs,9h,4d,0.3245,0.435
9h,Js,2d,6c,Kd,Ac,Qc,0.5309,0.3569
Ad,5c,Ts,8h,Jd,7d,Kh,0.5769,0.2519
8h,2c,6c,9h,7c,3s,Ts,0.3654,0.9282
3c,9c,8s,7h,7c,2h,As,0.4278,0.1065
Ts,9h,3d,9s,Jd,7s,7d,0.5131,0.6584
Qh,4s,Qd,4h,6d,3d,Ad,0.4928,0.5724
2h,7s,3d,Th,4s,2d,9c,0.3428,0.415
4s,5c,8s,2h,Kc,2c,Jh,0.3786,0.0643
5c,Jd,As,8s,9h,5s,3d,0.4756,0.5013
6s,8d,Qs,Qc,3s,Ks,5c,0.4316,0.1118
9d,Kd,6c,Js,Ks,7h,9c,0.5988,0.9327
Tc,As,3c,6h,8s,Kc,Ad,0.6152,0.8881
As,5h,5s,7d,Ts,8d,9s,0.5746,0.2757
3c,Qs,As,9s,2d,2h,7c,0.4878,0.3453
8s,8h,8d,7d,2c,5c,9d,0.6867,0.7764
As,7h,2s,4c,5s,Qd,6h,0.5923,0.2188
5d,Ad,Kd,9c,6c,3d,3c,0.5906,0.4223
Kc,Ad,9c,9h,5d,7d,6d,0.6466,0.3525
9c,4d,Js,2s,Ad,8s,2c,0.3943,0.1621
Jd,5d,9d,4d,Kd,8s,2h,0.4955,0.9878
As,9h,Jh,9c,Ad,2c,4c,0.614,0.9199
5d,4c,Td,3h,9c,2c,3s,0.3853,0.0038
Td,3d,Ts,6h,9d,Js,8h,0.4582,0.4749
3h,Ac,Jh,Tc,8s,7d,7c,0.5582,0.34
2h,6c,Jh,3s,9s,7h,Tc,0.3424,0.0595
5h,3s,4d,3c,Qh,Kd,3h,0.3652,0.962
5h,Td,2h,8c,Ad,As,7h,0.4395,0.1626
8s,7d,Th,5h,2h,Ts,7h,0.4534,0.5153
6s,3c,Qc,Ac,5s,Tc,2d,0.3614,0.01
8h,7s,9c,4s,3h,9h,3c,0.4484,0.1129
2s,2c,Ac,Th,6c,3s,5c,0.5027,0.3524
6s,9h,Td,Ts,5s,9s,5d,0.4402,0.7194
4c,Jh,Td,6d,Ad,2h,7d,0.4619,0.0814
Kc,4d,Td,6d,5h,Ks,7d,0.5241,0.7897
8d,3c,Tc,4s,4d,2d,7d,0.3757,0.0531
3s,4h,3d,2d,Qh,Jc,9d,0.3451,0.4769
Tc,2h,Ac,3c,8s,4s,Qh,0.4139,0.1321
9s,5c,9h,Qc,Jh,3c,6d,0.4287,0.6123
7h,Th,Kc,8h,5d,5s,8d,0.5169,0.2695
4h,9c,3h,2h,Ks,8d,8s,0.4068,0.0919
3c,Ad,8d,7d,Tc,9s,7s,0.5567,0.2426
Kc,Ks,4d,As,4c,7s,Jd,0.8205,0.7733
Ad,6s,Kd,8c,4d,3h,Ah,0.5796,0.8486
Qh,6d,9d,9h,4h,Th,Ks,0.5218,0.3305
2d,As,2h,8d,Qh,9d,7h,0.5402,0.4142
8d,9c,2h,Th,2d,4s,5s,0.4829,0.1111
Kd,5c,6d,9h,Js,Qh,8s,0.5293,0.172
5h,Qh,Kh,3h,As,6d,6c,0.5293,0.4779
3c,2s,Qc,7h,Qs,Kc,3d,0.3209,0.5782
6c,8c,5d,8h,Jc,4d,3c,0.4686,0.6917
Kc,2s,6h,2d,Ac,4d,9s,0.5148,0.4637
Kh,Ts,9c,2c,5d,8h,2d,0.5959,0.3517
3s,Qd,5h,Ac,Th,2c,7s,0.4764,0.218
4h,8h,7s,5s,6c,Ac,Ts,0.4244,0.9406
8h,Jd,Ah,7s,5s,Kc,Qs,0.5095,0.3337
4c,9s,As,Jc,8h,5d,2h,0.4062,0.0841
2h,6s,2s,8h,Jc,5c,8c,0.3464,0.529
3h,6d,7h,2c,6c,Qc,2d,0.3713,0.5455
Qd,8s,Jh,Th,Ad,4d,4s,0.5373,0.3577
Jd,Kh,5c,5d,2h,Tc,3s,0.6154,0.371
8d,Kc,Kh,As,7h,Jd,Js,0.5526,0.7299
Ah,8s,Jd,2d,6c,8d,Ad,0.6073,0.6184
9s,Js,Qc,5s,4h,6h,7d,0.5588,0.057
Ts,2h,8h,Ks,4s,Jd,Js,0.4149,0.2273
9c,Kd,7c,Ac,Jc,4d,Qc,0.5661,0.9098
9h,Qc,Kd,Td,5s,2c,8h,0.5503,0.2776
Kh,Ad,5h,5d,Qc,8h,Jh,0.659,0.4658
Jd,Kh,3h,9d,Th,2d,3c,0.6044,0.3801
Qs,Ks,2h,Ts,4c,Qc,5d,0.638,0.8546
Td,Jh,3c,5h,Kh,3s,5c,0.5581,0.2596
3s,Js,8h,7s,Ts,Ad,4c,0.4876,0.1364
Kh,5s,7d,9c,Ah,8c,Kd,0.5327,0.7177
Js,5d,Ad,8c,Ks,4s,8h,0.4698,0.3581
Th,4h,6s,Jh,7d,Ah,3d,0.4647,0.1519
8s,Qc,As,Jd,4h,Qh,9c,0.5333,0.7361
4s,Td,Qc,7s,Ad,8h,5c,0.438,0.1436
Qs,6h,5s,9h,3c,Jh,8d,0.5062,0.1482
2c,7d,2s,Jc,5h,7h,3s,0.3463,0.9083
3s,5d,Td,2d,7c,Jh,Tc,0.3684,0.0232
3d,2d,8h,Jc,Ts,Js,2s,0.36,0.5021
Kc,2s,8c,5c,9d,Qh,Tc,0.5049,0.1495
Jh,Jd,8s,5s,7d,2s,9h,0.7749,0.6605
6h,4d,5c,Jh,Qs,Ac,7c,0.3841,0.0532
Qh,3c,8s,6s,7s,Jc,Kh,0.4797,0.1854
5h,Js,8s,2c,Ad,7h,3h,0.4726,0.1529
6h,2c,Ts,2s,Ac,8d,As,0.3412,0.5326
Ah,2d,Js,Td,6s,Kc,Qd,0.5406,0.9356
8s,Ts,3s,2h,Ac,Th,9h,0.526,0.728
6s,5c,Th,4s,7h,3d,Qd,0.4007,0.9956
Jd,8d,3d,9h,2h,3s,Jc,0.5382,0.8246
Qh,4c,3h,2c,9d,7s,9h,0.502,0.2212
8h,Ah,6s,8d,9h,Jc,Qh,0.6125,0.4685
6s,9h,As,Ah,4s,2h,Ad,0.4469,0.1537
Jh,9d,7d,2h,Ac,6h,Qc,0.5353,0.2772
Ks,9c,7h,2c,5h,6s,4d,0.5725,0.0829
Ah,6c,Js,5d,Tc,6s,Kd,0.5669,0.5635
Jd,3s,2d,Ts,4s,Qs,Jc,0.4562,0.6701
Ad,4s,Qc,4c,9h,Js,Jh,0.5651,0.6006
2h,Td,Ac,2d,6d,3h,8c,0.4176,0.4358
Td,8c,5s,5c,7d,As,3c,0.4958,0.1507
Kd,9s,2d,5s,Tc,Jc,4c,0.5763,0.2384
3d,Tc,2h,6c,6s,Ad,Qh,0.4269,0.2641
Tc,As,Td,Jc,Kc,Ac,6d,0.6292,0.7661
4s,7c,5c,6h,4c,Ac,4d,0.3875,0.8831
8h,Td,Ah,As,7d,3c,Jc,0.4943,0.2699
5c,7c,9s,6h,Jc,7s,Qh,0.4416,0.5241
6h,Ad,Kd,Qd,Qh,9h,9d,0.5669,0.5867
6h,9c,5d,5c,Qh,2d,5s,0.445,0.1714
Ks,3c,Kc,Qc,Js,7h,9d,0.5051,0.697
5h,6c,3d,2h,2d,9c,4d,0.393,0.9264
9s,9d,Tc,Th,5d,3s,Jc,0.7173,0.7702
Ks,4s,Kc,9s,2d,Qh,5d,0.545,0.829
Kd,6h,Js,7h,7s,Ts,6c,0.545,0.5805
7c,Kc,4s,8h,4h,6d,2c,0.5738,0.3225
3d,Kd,6s,8h,4s,4h,Kc,0.539,0.8066
4d,5h,Qs,5s,9h,Jc,Js,0.3851,0.53
7h,Jh,Kd,6d,3c,Jd,As,0.5258,0.6247
9s,8s,2h,2c,Ks,3c,Td,0.5063,0.1696
Qh,3s,Tc,4c,Kd,8c,7s,0.4777,0.184
Qd,6h,7c,Tc,4s,Ac,Ad,0.5099,0.3174
Td,9s,4d,Kd,8c,Ts,7h,0.5142,0.7333
Td,7d,Qs,7c,4c,6h,Jc,0.5091,0.6091
8d,Jc,Ah,9s,Qs,3s,7d,0.5117,0.2555
5d,Jd,5s,3d,Kc,8s,Qd,0.5013,0.5857
7s,Tc,Jd,4c,9c,5d,3d,0.4724,0.0756
4d,2s,7d,Jh,Jd,Kh,5s,0.3307,0.016
Th,9d,5s,4s,5d,Qc,Qh,0.5127,0.3517
7c,Kd,6d,5h,6h,4d,2d,0.5476,0.1968
9s,Jh,6s,4h,Qc,2s,7d,0.5311,0.1586
Td,4h,Th,7h,Qh,4s,3d,0.4369,0.902
3c,7h,Qd,4d,Ac,8d,6d,0.3622,0.0244
Kh,4s,Jd,5s,Ts,5d,Tc,0.5205,0.486
4s,Qs,9h,6c,7d,6h,7c,0.5124,0.3386
Js,2h,8c,5d,4h,2d,Kh,0.4444,0.4156
9h,4d,5d,2c,5s,6s,7s,0.403,0.0233
5h,Td,6s,Kh,Ks,8c,7s,0.441,0.1396
8d,Kd,8c,Ad,Ac,5d,2c,0.5805,0.8119
Js,3c,Ts,2d,Ah,Qs,6h,0.4501,0.2396
5d,4c,6c,Ah,4h,Jd,Ks,0.3901,0.4415
Jh,7c,Td,8s,3c,Kh,3s,0.5029,0.2437
9h,Th,7d,5d,8s,6c,6d,0.5344,0.9204
7d,9h,6h,Jh,5d,7s,3s,0.4646,0.5733
6h,Kc,8d,4d,3c,6s,5c,0.5384,0.4682
Qd,8h,Kd,5c,2d,8s,Qh,0.5373,0.9547
7h,Jc,9h,Js,8c,5s,3c,0.4985,0.8199
6c,9c,8s,5d,Qs,Kd,9s,0.4875,0.6045
Kd,9h,2d,4c,5d,3c,Qh,0.5829,0.1761
Tc,4c,2c,4d,8c,7s,Qd,0.4713,0.5423
